"Die x (mm)","Die y (mm)","Site 1 Layer 1 Thickness (nm)","Site 1 Layer 2 Thickness (nm)","Site 1 Original Point Order"
-1.02,-13.265,222.3502,1999.554,1342
-0.51,-13.265,222.4254,1999.584,1343
0,-13.265,222.4733,1999.585,1344
0.51,-13.265,222.423,1999.605,1345
1.02,-13.265,222.3376,1999.573,1346
1.531,-13.265,222.2992,1999.563,1347
2.041,-13.265,222.4507,1999.6,1348
2.551,-13.265,222.4621,1999.603,1349
3.061,-13.265,222.423,1999.593,1350
3.571,-13.265,222.4651,1999.598,1351
4.082,-13.265,222.6167,1999.576,1352
4.592,-13.265,222.7,1999.606,1353
5.102,-13.265,222.8858,1999.671,1354
5.612,-13.265,223.0505,1999.68,1355
6.122,-13.265,222.9565,1999.652,1356
6.633,-13.265,223.0117,1999.673,1357
7.143,-13.265,223.0048,1999.651,1358
7.653,-13.265,223.0429,1999.656,1359
8.163,-13.265,222.9451,1999.61,1360
8.673,-13.265,222.9527,1999.649,1361
9.184,-13.265,222.8502,1999.615,1362
9.694,-13.265,222.7363,1999.588,1363
10.204,-13.265,222.6341,1999.593,1364
10.714,-13.265,222.63,1999.566,1365
11.224,-13.265,222.8255,1999.624,1366
11.735,-13.265,222.8236,1999.606,1367
12.245,-13.265,222.8526,1999.606,1368
12.755,-13.265,222.8692,1999.611,1369
13.265,-13.265,222.958,1999.644,1370
13.776,-13.265,223.0168,1999.639,1371
14.286,-13.265,223.2149,1999.643,1372
14.796,-13.265,223.4985,1999.691,1373
15.306,-13.265,223.5257,1999.712,1374
15.816,-13.265,223.6642,1999.729,1375
16.327,-13.265,223.8032,1999.739,1376
16.837,-13.265,223.8555,1999.741,1377
17.347,-13.265,224.0107,1999.746,1378
17.857,-13.265,224.1365,1999.783,1379
18.367,-13.265,224.0054,1999.753,1380
18.878,-13.265,224.0323,1999.739,1381
19.388,-13.265,224.0869,1999.739,1382
19.898,-13.265,224.2026,1999.78,1383
20.408,-13.265,224.2243,1999.774,1384
20.918,-13.265,224.2687,1999.776,1385
21.429,-12.755,224.1867,1999.769,1386
20.918,-12.755,224.1903,1999.78,1387
20.408,-12.755,224.1709,1999.75,1388
19.898,-12.755,224.1406,1999.755,1389
19.388,-12.755,224.1127,1999.738,1390
18.878,-12.755,224.1014,1999.745,1391
18.367,-12.755,224.081,1999.771,1392
17.857,-12.755,224.117,1999.807,1393
17.347,-12.755,223.9774,1999.761,1394
16.837,-12.755,223.8276,1999.714,1395
16.327,-12.755,223.8549,1999.743,1396
15.816,-12.755,223.7497,1999.701,1397
15.306,-12.755,223.6151,1999.692,1398
14.796,-12.755,223.575,1999.713,1399
14.286,-12.755,223.3527,1999.661,1400
13.776,-12.755,223.2311,1999.638,1401
13.265,-12.755,223.0063,1999.589,1402
12.755,-12.755,222.9418,1999.633,1403
12.245,-12.755,223.0121,1999.638,1404
11.735,-12.755,222.9661,1999.644,1405
11.224,-12.755,222.9388,1999.583,1406
10.714,-12.755,222.7834,1999.593,1407
10.204,-12.755,222.7092,1999.582,1408
9.694,-12.755,222.7704,1999.606,1409
9.184,-12.755,222.9144,1999.648,1410
8.673,-12.755,222.9581,1999.606,1411
8.163,-12.755,223.0003,1999.638,1412
7.653,-12.755,223.0369,1999.654,1413
7.143,-12.755,223.1382,1999.653,1414
6.633,-12.755,223.0664,1999.655,1415
6.122,-12.755,223.1554,1999.65,1416
5.612,-12.755,223.2635,1999.689,1417
5.102,-12.755,223.0699,1999.646,1418
4.592,-12.755,222.8351,1999.626,1419
4.082,-12.755,222.6896,1999.62,1420
3.571,-12.755,222.6367,1999.595,1421
3.061,-12.755,222.5572,1999.597,1422
2.551,-12.755,222.5318,1999.613,1423
2.041,-12.755,222.5804,1999.595,1424
1.531,-12.755,222.493,1999.563,1425
1.02,-12.755,222.4763,1999.568,1426
0.51,-12.755,222.5271,1999.582,1427
0,-12.755,222.6419,1999.641,1428
-0.51,-12.755,222.5833,1999.583,1429
-1.02,-12.755,222.4217,1999.568,1430
-1.531,-12.755,222.407,1999.577,1431
-2.041,-12.755,222.4035,1999.587,1432
-2.551,-12.755,222.5226,1999.586,1433
-3.061,-12.755,222.5354,1999.596,1434
-3.571,-12.755,222.4277,1999.591,1435
-4.082,-12.755,222.2673,1999.568,1436
-4.592,-12.755,222.4127,1999.581,1437
-5.102,-12.755,222.3844,1999.595,1438
-5.612,-12.755,222.3557,1999.587,1439
-6.122,-12.755,222.6744,1999.653,1440
-6.633,-12.755,222.6916,1999.633,1441
-7.143,-12.755,222.5943,1999.59,1442
-7.653,-12.755,222.4574,1999.59,1443
-8.163,-12.755,222.5786,1999.621,1444
-8.673,-12.755,222.5531,1999.616,1445
-9.184,-12.755,222.6816,1999.647,1446
-9.694,-12.755,222.6135,1999.637,1447
-10.204,-12.755,222.7119,1999.665,1448
-10.714,-12.755,222.9082,1999.683,1449
-11.224,-12.755,223.1282,1999.73,1450
-11.735,-12.755,223.266,1999.729,1451
-12.245,-12.755,223.3155,1999.726,1452
-12.755,-12.755,223.51,1999.786,1453
-13.265,-12.755,223.5932,1999.779,1454
-13.776,-12.755,223.7835,1999.825,1455
-14.286,-12.755,223.9373,1999.843,1456
-14.796,-12.755,224.0217,1999.835,1457
-15.306,-12.755,224.153,1999.901,1458
-15.816,-12.755,224.3614,1999.935,1459
-16.327,-12.755,224.478,1999.892,1460
-16.837,-12.755,224.5316,1999.889,1461
-17.347,-12.755,224.5634,1999.869,1462
-17.857,-12.755,224.6549,1999.914,1463
-18.367,-12.755,224.6198,1999.912,1464
-18.878,-12.755,224.4976,1999.883,1465
-19.388,-12.755,224.6202,1999.913,1466
-19.898,-12.755,224.6409,1999.945,1467
-20.408,-12.755,224.5257,1999.92,1468
-20.918,-12.755,224.281,1999.891,1469
-21.429,-12.755,224.1098,1999.864,1470
-21.429,-12.245,224.2505,1999.88,1471
-20.918,-12.245,224.4023,1999.911,1472
-20.408,-12.245,224.5377,1999.869,1473
-19.898,-12.245,224.6503,1999.9,1474
-19.388,-12.245,224.6885,1999.925,1475
-18.878,-12.245,224.6677,1999.912,1476
-18.367,-12.245,224.732,1999.932,1477
-17.857,-12.245,224.6624,1999.922,1478
-17.347,-12.245,224.5599,1999.864,1479
-16.837,-12.245,224.5774,1999.894,1480
-16.327,-12.245,224.5818,1999.902,1481
-15.816,-12.245,224.4267,1999.893,1482
-15.306,-12.245,224.325,1999.905,1483
-14.796,-12.245,224.2423,1999.877,1484
-14.286,-12.245,224.0629,1999.867,1485
-13.776,-12.245,223.8665,1999.797,1486
-13.265,-12.245,223.7035,1999.811,1487
-12.755,-12.245,223.5746,1999.776,1488
-12.245,-12.245,223.4288,1999.765,1489
-11.735,-12.245,223.2383,1999.695,1490
-11.224,-12.245,223.2317,1999.716,1491
-10.714,-12.245,223.0802,1999.68,1492
-10.204,-12.245,222.9677,1999.661,1493
-9.694,-12.245,222.8776,1999.64,1494
-9.184,-12.245,222.7829,1999.649,1495
-8.673,-12.245,222.7127,1999.635,1496
-8.163,-12.245,222.7036,1999.6,1497
-7.653,-12.245,222.7262,1999.599,1498
-7.143,-12.245,222.7538,1999.613,1499
-6.633,-12.245,222.8384,1999.585,1500
-6.122,-12.245,222.9711,1999.653,1501
-5.612,-12.245,222.8499,1999.651,1502
-5.102,-12.245,222.6944,1999.604,1503
-4.592,-12.245,222.63,1999.61,1504
-4.082,-12.245,222.539,1999.571,1505
-3.571,-12.245,222.5883,1999.601,1506
-3.061,-12.245,222.6759,1999.596,1507
-2.551,-12.245,222.644,1999.598,1508
-2.041,-12.245,222.547,1999.598,1509
-1.531,-12.245,222.4952,1999.571,1510
-1.02,-12.245,222.5433,1999.58,1511
-0.51,-12.245,222.6194,1999.599,1512
0,-12.245,222.6939,1999.628,1513
0.51,-12.245,222.6846,1999.593,1514
1.02,-12.245,222.6438,1999.575,1515
1.531,-12.245,222.707,1999.604,1516
2.041,-12.245,222.6037,1999.589,1517
2.551,-12.245,222.5459,1999.567,1518
3.061,-12.245,222.746,1999.597,1519
3.571,-12.245,222.8992,1999.615,1520
4.082,-12.245,222.8467,1999.638,1521
4.592,-12.245,222.9301,1999.621,1522
5.102,-12.245,223.0398,1999.63,1523
5.612,-12.245,223.2841,1999.642,1524
6.122,-12.245,223.3168,1999.697,1525
6.633,-12.245,223.1566,1999.641,1526
7.143,-12.245,223.2373,1999.657,1527
7.653,-12.245,222.985,1999.642,1528
8.163,-12.245,222.9503,1999.65,1529
8.673,-12.245,223.0199,1999.658,1530
9.184,-12.245,223.0062,1999.659,1531
9.694,-12.245,222.8699,1999.63,1532
10.204,-12.245,222.9222,1999.635,1533
10.714,-12.245,222.9344,1999.62,1534
11.224,-12.245,222.9986,1999.626,1535
11.735,-12.245,223.229,1999.704,1536
12.245,-12.245,223.1015,1999.632,1537
12.755,-12.245,223.0607,1999.656,1538
13.265,-12.245,223.1289,1999.639,1539
13.776,-12.245,223.3515,1999.669,1540
14.286,-12.245,223.4901,1999.713,1541
14.796,-12.245,223.5072,1999.713,1542
15.306,-12.245,223.5869,1999.718,1543
15.816,-12.245,223.7778,1999.742,1544
16.327,-12.245,223.8143,1999.735,1545
16.837,-12.245,223.7513,1999.721,1546
17.347,-12.245,223.9342,1999.77,1547
17.857,-12.245,224.0838,1999.787,1548
18.367,-12.245,224.1032,1999.773,1549
18.878,-12.245,224.0575,1999.773,1550
19.388,-12.245,224.0743,1999.743,1551
19.898,-12.245,224.1177,1999.756,1552
20.408,-12.245,224.1649,1999.802,1553
20.918,-12.245,224.0387,1999.773,1554
21.429,-12.245,224.1085,1999.72,1555
21.939,-11.735,224.23,1999.79,1556
21.429,-11.735,224.175,1999.758,1557
20.918,-11.735,224.0227,1999.735,1558
20.408,-11.735,224.0361,1999.757,1559
19.898,-11.735,223.9966,1999.767,1560
19.388,-11.735,224.0206,1999.752,1561
18.878,-11.735,223.9675,1999.746,1562
18.367,-11.735,224.0356,1999.749,1563
17.857,-11.735,223.8309,1999.716,1564
17.347,-11.735,223.8266,1999.736,1565
16.837,-11.735,223.6943,1999.697,1566
16.327,-11.735,223.6012,1999.682,1567
15.816,-11.735,223.6263,1999.698,1568
15.306,-11.735,223.487,1999.681,1569
14.796,-11.735,223.4427,1999.677,1570
14.286,-11.735,223.6442,1999.706,1571
13.776,-11.735,223.5022,1999.671,1572
13.265,-11.735,223.2652,1999.658,1573
12.755,-11.735,223.1569,1999.646,1574
12.245,-11.735,223.2864,1999.681,1575
11.735,-11.735,223.407,1999.689,1576
11.224,-11.735,223.1363,1999.618,1577
10.714,-11.735,223.0001,1999.622,1578
10.204,-11.735,223.052,1999.638,1579
9.694,-11.735,223.0788,1999.675,1580
9.184,-11.735,223.1922,1999.658,1581
8.673,-11.735,223.1015,1999.659,1582
8.163,-11.735,222.9875,1999.618,1583
7.653,-11.735,223.0935,1999.638,1584
7.143,-11.735,223.2934,1999.715,1585
6.633,-11.735,223.2077,1999.628,1586
6.122,-11.735,223.4162,1999.706,1587
5.612,-11.735,223.3967,1999.697,1588
5.102,-11.735,223.1667,1999.638,1589
4.592,-11.735,222.9969,1999.649,1590
4.082,-11.735,222.9575,1999.634,1591
3.571,-11.735,223.0552,1999.651,1592
3.061,-11.735,222.8014,1999.612,1593
2.551,-11.735,222.6634,1999.578,1594
2.041,-11.735,222.6647,1999.615,1595
1.531,-11.735,222.7435,1999.633,1596
1.02,-11.735,222.6955,1999.613,1597
0.51,-11.735,222.7471,1999.619,1598
0,-11.735,222.7531,1999.63,1599
-0.51,-11.735,222.7192,1999.62,1600
-1.02,-11.735,222.8054,1999.628,1601
-1.531,-11.735,222.8124,1999.648,1602
-2.041,-11.735,222.8549,1999.647,1603
-2.551,-11.735,222.878,1999.683,1604
-3.061,-11.735,222.8743,1999.649,1605
-3.571,-11.735,222.7563,1999.617,1606
-4.082,-11.735,222.8325,1999.667,1607
-4.592,-11.735,222.8437,1999.651,1608
-5.102,-11.735,222.7738,1999.664,1609
-5.612,-11.735,223.0659,1999.702,1610
-6.122,-11.735,223.1264,1999.689,1611
-6.633,-11.735,222.9289,1999.634,1612
-7.143,-11.735,222.8636,1999.684,1613
-7.653,-11.735,222.8628,1999.672,1614
-8.163,-11.735,222.9174,1999.674,1615
-8.673,-11.735,222.9169,1999.658,1616
-9.184,-11.735,223.0114,1999.688,1617
-9.694,-11.735,222.9998,1999.681,1618
-10.204,-11.735,223.1859,1999.724,1619
-10.714,-11.735,223.2703,1999.745,1620
-11.224,-11.735,223.3567,1999.747,1621
-11.735,-11.735,223.391,1999.78,1622
-12.245,-11.735,223.4964,1999.775,1623
-12.755,-11.735,223.7323,1999.826,1624
-13.265,-11.735,223.8515,1999.863,1625
-13.776,-11.735,223.9985,1999.829,1626
-14.286,-11.735,224.1637,1999.875,1627
-14.796,-11.735,224.3119,1999.914,1628
-15.306,-11.735,224.2738,1999.894,1629
-15.816,-11.735,224.3643,1999.946,1630
-16.327,-11.735,224.4704,1999.933,1631
-16.837,-11.735,224.5199,1999.909,1632
-17.347,-11.735,224.5168,1999.887,1633
-17.857,-11.735,224.7057,1999.954,1634
-18.367,-11.735,224.819,1999.935,1635
-18.878,-11.735,224.7524,1999.949,1636
-19.388,-11.735,224.7691,1999.944,1637
-19.898,-11.735,224.7054,1999.943,1638
-20.408,-11.735,224.5869,1999.916,1639
-20.918,-11.735,224.5882,1999.926,1640
-21.429,-11.735,224.4551,1999.943,1641
-21.939,-11.735,224.2827,1999.906,1642
-21.939,-11.224,224.4531,1999.91,1643
-21.429,-11.224,224.4993,1999.897,1644
-20.918,-11.224,224.6404,1999.906,1645
-20.408,-11.224,224.6669,1999.914,1646
-19.898,-11.224,224.6754,1999.908,1647
-19.388,-11.224,224.7028,1999.933,1648
-18.878,-11.224,224.7689,1999.949,1649
-18.367,-11.224,224.7111,1999.914,1650
-17.857,-11.224,224.6125,1999.918,1651
-17.347,-11.224,224.5028,1999.885,1652
-16.837,-11.224,224.4672,1999.857,1653
-16.327,-11.224,224.3821,1999.889,1654
-15.816,-11.224,224.2492,1999.9,1655
-15.306,-11.224,224.2787,1999.883,1656
-14.796,-11.224,224.2958,1999.878,1657
-14.286,-11.224,224.1965,1999.872,1658
-13.776,-11.224,224.0715,1999.844,1659
-13.265,-11.224,223.9043,1999.854,1660
-12.755,-11.224,223.7785,1999.804,1661
-12.245,-11.224,223.6089,1999.786,1662
-11.735,-11.224,223.4864,1999.749,1663
-11.224,-11.224,223.431,1999.737,1664
-10.714,-11.224,223.4089,1999.744,1665
-10.204,-11.224,223.3622,1999.757,1666
-9.694,-11.224,223.2534,1999.707,1667
-9.184,-11.224,223.2501,1999.693,1668
-8.673,-11.224,223.297,1999.685,1669
-8.163,-11.224,223.2362,1999.697,1670
-7.653,-11.224,223.2116,1999.7,1671
-7.143,-11.224,223.2138,1999.716,1672
-6.633,-11.224,223.2242,1999.701,1673
-6.122,-11.224,223.3503,1999.717,1674
-5.612,-11.224,223.3358,1999.729,1675
-5.102,-11.224,223.1131,1999.706,1676
-4.592,-11.224,223.069,1999.683,1677
-4.082,-11.224,223.0582,1999.699,1678
-3.571,-11.224,223.0557,1999.678,1679
-3.061,-11.224,223.0576,1999.643,1680
-2.551,-11.224,223.072,1999.676,1681
-2.041,-11.224,223.1848,1999.668,1682
-1.531,-11.224,223.1547,1999.688,1683
-1.02,-11.224,223.0331,1999.656,1684
-0.51,-11.224,222.9957,1999.686,1685
0,-11.224,222.8305,1999.641,1686
0.51,-11.224,222.7053,1999.609,1687
1.02,-11.224,222.7681,1999.599,1688
1.531,-11.224,222.8166,1999.627,1689
2.041,-11.224,222.8337,1999.646,1690
2.551,-11.224,222.8195,1999.62,1691
3.061,-11.224,222.8877,1999.628,1692
3.571,-11.224,223.0159,1999.65,1693
4.082,-11.224,223.0057,1999.661,1694
4.592,-11.224,223.13,1999.654,1695
5.102,-11.224,223.2773,1999.696,1696
5.612,-11.224,223.5166,1999.718,1697
6.122,-11.224,223.512,1999.732,1698
6.633,-11.224,223.3346,1999.707,1699
7.143,-11.224,223.2315,1999.683,1700
7.653,-11.224,223.2167,1999.666,1701
8.163,-11.224,223.1843,1999.651,1702
8.673,-11.224,223.2003,1999.684,1703
9.184,-11.224,223.2454,1999.662,1704
9.694,-11.224,223.2782,1999.66,1705
10.204,-11.224,223.2876,1999.676,1706
10.714,-11.224,223.1857,1999.666,1707
11.224,-11.224,223.2398,1999.66,1708
11.735,-11.224,223.4461,1999.678,1709
12.245,-11.224,223.3851,1999.67,1710
12.755,-11.224,223.2181,1999.661,1711
13.265,-11.224,223.3606,1999.651,1712
13.776,-11.224,223.577,1999.692,1713
14.286,-11.224,223.5582,1999.703,1714
14.796,-11.224,223.4527,1999.669,1715
15.306,-11.224,223.5609,1999.688,1716
15.816,-11.224,223.5702,1999.693,1717
16.327,-11.224,223.5743,1999.676,1718
16.837,-11.224,223.6742,1999.719,1719
17.347,-11.224,223.6913,1999.706,1720
17.857,-11.224,223.7239,1999.701,1721
18.367,-11.224,223.8711,1999.74,1722
18.878,-11.224,223.8702,1999.713,1723
19.388,-11.224,223.881,1999.725,1724
19.898,-11.224,223.9479,1999.724,1725
20.408,-11.224,223.9174,1999.721,1726
20.918,-11.224,223.9776,1999.716,1727
21.429,-11.224,224.1367,1999.748,1728
21.939,-11.224,224.2805,1999.793,1729
22.449,-10.714,224.231,1999.756,1730
21.939,-10.714,224.1095,1999.735,1731
21.429,-10.714,224.0723,1999.721,1732
20.918,-10.714,224.0656,1999.759,1733
20.408,-10.714,223.9359,1999.716,1734
19.898,-10.714,223.7945,1999.714,1735
19.388,-10.714,223.753,1999.696,1736
18.878,-10.714,223.874,1999.729,1737
18.367,-10.714,223.8732,1999.723,1738
17.857,-10.714,223.7874,1999.701,1739
17.347,-10.714,223.7227,1999.681,1740
16.837,-10.714,223.6663,1999.708,1741
16.327,-10.714,223.6175,1999.709,1742
15.816,-10.714,223.6207,1999.682,1743
15.306,-10.714,223.6451,1999.688,1744
14.796,-10.714,223.5948,1999.683,1745
14.286,-10.714,223.4902,1999.663,1746
13.776,-10.714,223.5448,1999.689,1747
13.265,-10.714,223.5272,1999.694,1748
12.755,-10.714,223.4387,1999.675,1749
12.245,-10.714,223.3973,1999.695,1750
11.735,-10.714,223.3916,1999.656,1751
11.224,-10.714,223.1854,1999.657,1752
10.714,-10.714,223.3086,1999.682,1753
10.204,-10.714,223.3381,1999.67,1754
9.694,-10.714,223.3139,1999.648,1755
9.184,-10.714,223.2217,1999.644,1756
8.673,-10.714,223.2587,1999.658,1757
8.163,-10.714,223.2352,1999.675,1758
7.653,-10.714,223.2255,1999.649,1759
7.143,-10.714,223.3053,1999.68,1760
6.633,-10.714,223.529,1999.719,1761
6.122,-10.714,223.5741,1999.749,1762
5.612,-10.714,223.4445,1999.685,1763
5.102,-10.714,223.3282,1999.673,1764
4.592,-10.714,223.2232,1999.67,1765
4.082,-10.714,223.035,1999.631,1766
3.571,-10.714,223.0517,1999.654,1767
3.061,-10.714,223.0817,1999.681,1768
2.551,-10.714,223.1326,1999.68,1769
2.041,-10.714,223.12,1999.68,1770
1.531,-10.714,223.0093,1999.647,1771
1.02,-10.714,222.8162,1999.608,1772
0.51,-10.714,222.8676,1999.652,1773
0,-10.714,222.9947,1999.649,1774
-0.51,-10.714,223.1459,1999.685,1775
-1.02,-10.714,223.2855,1999.706,1776
-1.531,-10.714,223.344,1999.714,1777
-2.041,-10.714,223.3804,1999.7,1778
-2.551,-10.714,223.2708,1999.716,1779
-3.061,-10.714,223.2796,1999.727,1780
-3.571,-10.714,223.3307,1999.721,1781
-4.082,-10.714,223.2776,1999.711,1782
-4.592,-10.714,223.2868,1999.703,1783
-5.102,-10.714,223.4403,1999.751,1784
-5.612,-10.714,223.6639,1999.748,1785
-6.122,-10.714,223.6671,1999.759,1786
-6.633,-10.714,223.5741,1999.733,1787
-7.143,-10.714,223.4843,1999.724,1788
-7.653,-10.714,223.4976,1999.742,1789
-8.163,-10.714,223.5763,1999.736,1790
-8.673,-10.714,223.5114,1999.729,1791
-9.184,-10.714,223.3984,1999.724,1792
-9.694,-10.714,223.4767,1999.759,1793
-10.204,-10.714,223.5631,1999.763,1794
-10.714,-10.714,223.6095,1999.761,1795
-11.224,-10.714,223.563,1999.75,1796
-11.735,-10.714,223.6301,1999.781,1797
-12.245,-10.714,223.7951,1999.824,1798
-12.755,-10.714,223.8234,1999.802,1799
-13.265,-10.714,223.9897,1999.821,1800
-13.776,-10.714,224.1418,1999.849,1801
-14.286,-10.714,224.1325,1999.868,1802
-14.796,-10.714,224.1091,1999.87,1803
-15.306,-10.714,224.2952,1999.892,1804
-15.816,-10.714,224.2485,1999.87,1805
-16.327,-10.714,224.2384,1999.874,1806
-16.837,-10.714,224.3943,1999.913,1807
-17.347,-10.714,224.495,1999.882,1808
-17.857,-10.714,224.5252,1999.892,1809
-18.367,-10.714,224.5903,1999.898,1810
-18.878,-10.714,224.6264,1999.932,1811
-19.388,-10.714,224.6275,1999.892,1812
-19.898,-10.714,224.6374,1999.93,1813
-20.408,-10.714,224.6873,1999.914,1814
-20.918,-10.714,224.6609,1999.912,1815
-21.429,-10.714,224.5213,1999.889,1816
-21.939,-10.714,224.6346,1999.911,1817
-22.449,-10.714,224.6115,1999.903,1818
-22.449,-10.204,224.8119,1999.928,1819
-21.939,-10.204,224.7876,1999.935,1820
-21.429,-10.204,224.7384,1999.889,1821
-20.918,-10.204,224.8225,1999.917,1822
-20.408,-10.204,224.8472,1999.931,1823
-19.898,-10.204,224.8146,1999.905,1824
-19.388,-10.204,224.6839,1999.905,1825
-18.878,-10.204,224.5894,1999.906,1826
-18.367,-10.204,224.486,1999.859,1827
-17.857,-10.204,224.484,1999.852,1828
-17.347,-10.204,224.4459,1999.906,1829
-16.837,-10.204,224.295,1999.858,1830
-16.327,-10.204,224.1929,1999.869,1831
-15.816,-10.204,224.2762,1999.861,1832
-15.306,-10.204,224.2704,1999.859,1833
-14.796,-10.204,224.0218,1999.824,1834
-14.286,-10.204,224.0702,1999.826,1835
-13.776,-10.204,223.9689,1999.836,1836
-13.265,-10.204,223.7939,1999.772,1837
-12.755,-10.204,223.7728,1999.805,1838
-12.245,-10.204,223.8304,1999.788,1839
-11.735,-10.204,223.768,1999.757,1840
-11.224,-10.204,223.7449,1999.745,1841
-10.714,-10.204,223.783,1999.798,1842
-10.204,-10.204,223.6284,1999.759,1843
-9.694,-10.204,223.5523,1999.744,1844
-9.184,-10.204,223.5271,1999.726,1845
-8.673,-10.204,223.5964,1999.736,1846
-8.163,-10.204,223.64,1999.743,1847
-7.653,-10.204,223.678,1999.733,1848
-7.143,-10.204,223.6467,1999.755,1849
-6.633,-10.204,223.6514,1999.761,1850
-6.122,-10.204,223.683,1999.754,1851
-5.612,-10.204,223.8661,1999.762,1852
-5.102,-10.204,223.7131,1999.766,1853
-4.592,-10.204,223.6295,1999.751,1854
-4.082,-10.204,223.5479,1999.714,1855
-3.571,-10.204,223.5389,1999.741,1856
-3.061,-10.204,223.5427,1999.725,1857
-2.551,-10.204,223.5404,1999.715,1858
-2.041,-10.204,223.5546,1999.713,1859
-1.531,-10.204,223.56,1999.73,1860
-1.02,-10.204,223.4746,1999.737,1861
-0.51,-10.204,223.3492,1999.702,1862
0,-10.204,223.1405,1999.653,1863
0.51,-10.204,223.0576,1999.642,1864
1.02,-10.204,223.0501,1999.652,1865
1.531,-10.204,223.1123,1999.624,1866
2.041,-10.204,223.2448,1999.66,1867
2.551,-10.204,223.1919,1999.645,1868
3.061,-10.204,223.1809,1999.666,1869
3.571,-10.204,223.1948,1999.654,1870
4.082,-10.204,223.2565,1999.668,1871
4.592,-10.204,223.3376,1999.691,1872
5.102,-10.204,223.4618,1999.687,1873
5.612,-10.204,223.6129,1999.728,1874
6.122,-10.204,223.5949,1999.721,1875
6.633,-10.204,223.5171,1999.728,1876
7.143,-10.204,223.331,1999.656,1877
7.653,-10.204,223.3081,1999.682,1878
8.163,-10.204,223.3155,1999.65,1879
8.673,-10.204,223.1703,1999.623,1880
9.184,-10.204,223.2293,1999.636,1881
9.694,-10.204,223.3953,1999.681,1882
10.204,-10.204,223.3271,1999.677,1883
10.714,-10.204,223.3012,1999.646,1884
11.224,-10.204,223.3226,1999.675,1885
11.735,-10.204,223.4477,1999.647,1886
12.245,-10.204,223.5205,1999.691,1887
12.755,-10.204,223.5553,1999.696,1888
13.265,-10.204,223.6991,1999.687,1889
13.776,-10.204,223.7784,1999.72,1890
14.286,-10.204,223.7817,1999.711,1891
14.796,-10.204,223.7502,1999.704,1892
15.306,-10.204,223.6976,1999.701,1893
15.816,-10.204,223.7283,1999.688,1894
16.327,-10.204,223.8367,1999.707,1895
16.837,-10.204,223.8673,1999.705,1896
17.347,-10.204,223.8786,1999.711,1897
17.857,-10.204,223.8975,1999.738,1898
18.367,-10.204,223.9231,1999.722,1899
18.878,-10.204,223.9257,1999.72,1900
19.388,-10.204,223.8146,1999.707,1901
19.898,-10.204,223.6584,1999.673,1902
20.408,-10.204,223.7241,1999.649,1903
20.918,-10.204,223.894,1999.69,1904
21.429,-10.204,223.944,1999.718,1905
21.939,-10.204,224.1661,1999.741,1906
22.449,-10.204,224.2411,1999.735,1907
22.959,-9.694,224.1827,1999.714,1908
22.449,-9.694,224.0762,1999.721,1909
21.939,-9.694,224.0547,1999.716,1910
21.429,-9.694,223.896,1999.68,1911
20.918,-9.694,223.8205,1999.672,1912
20.408,-9.694,223.748,1999.659,1913
19.898,-9.694,223.7527,1999.688,1914
19.388,-9.694,223.8151,1999.699,1915
18.878,-9.694,223.8647,1999.691,1916
18.367,-9.694,223.9133,1999.709,1917
17.857,-9.694,223.8919,1999.716,1918
17.347,-9.694,223.9456,1999.697,1919
16.837,-9.694,223.9552,1999.71,1920
16.327,-9.694,223.9443,1999.711,1921
15.816,-9.694,223.8414,1999.69,1922
15.306,-9.694,223.7571,1999.68,1923
14.796,-9.694,223.8663,1999.712,1924
14.286,-9.694,223.9568,1999.731,1925
13.776,-9.694,223.981,1999.755,1926
13.265,-9.694,223.7013,1999.672,1927
12.755,-9.694,223.493,1999.67,1928
12.245,-9.694,223.5683,1999.666,1929
11.735,-9.694,223.4901,1999.686,1930
11.224,-9.694,223.4548,1999.648,1931
10.714,-9.694,223.3321,1999.634,1932
10.204,-9.694,223.3507,1999.651,1933
9.694,-9.694,223.3583,1999.64,1934
9.184,-9.694,223.2762,1999.638,1935
8.673,-9.694,223.2507,1999.639,1936
8.163,-9.694,223.2906,1999.639,1937
7.653,-9.694,223.326,1999.66,1938
7.143,-9.694,223.3666,1999.64,1939
6.633,-9.694,223.4761,1999.703,1940
6.122,-9.694,223.591,1999.708,1941
5.612,-9.694,223.5182,1999.675,1942
5.102,-9.694,223.5392,1999.704,1943
4.592,-9.694,223.3645,1999.665,1944
4.082,-9.694,223.3581,1999.667,1945
3.571,-9.694,223.2179,1999.631,1946
3.061,-9.694,223.1635,1999.636,1947
2.551,-9.694,223.2745,1999.667,1948
2.041,-9.694,223.3368,1999.686,1949
1.531,-9.694,223.2517,1999.67,1950
1.02,-9.694,223.2535,1999.642,1951
0.51,-9.694,223.3046,1999.657,1952
0,-9.694,223.2982,1999.678,1953
-0.51,-9.694,223.4982,1999.732,1954
-1.02,-9.694,223.6934,1999.728,1955
-1.531,-9.694,223.692,1999.75,1956
-2.041,-9.694,223.7772,1999.753,1957
-2.551,-9.694,223.7793,1999.758,1958
-3.061,-9.694,223.7126,1999.728,1959
-3.571,-9.694,223.6926,1999.734,1960
-4.082,-9.694,223.7293,1999.774,1961
-4.592,-9.694,223.8011,1999.753,1962
-5.102,-9.694,223.8672,1999.776,1963
-5.612,-9.694,223.9496,1999.78,1964
-6.122,-9.694,223.7876,1999.737,1965
