"Die x (mm)","Die y (mm)","Site 1 Layer 1 Thickness (nm)","Site 1 Layer 2 Thickness (nm)","Site 1 Original Point Order"
-11.224,13.776,223.9255,1999.18,6284
-11.735,13.776,224.0851,1999.187,6285
-12.245,13.776,224.2391,1999.212,6286
-12.755,13.776,224.2852,1999.181,6287
-13.265,13.776,224.4943,1999.293,6288
-13.776,13.776,224.5522,1999.198,6289
-14.286,13.776,224.6332,1999.213,6290
-14.796,13.776,224.7712,1999.216,6291
-15.306,13.776,224.8891,1999.252,6292
-15.816,13.776,224.9155,1999.248,6293
-16.327,13.776,224.8103,1999.238,6294
-16.837,13.776,224.8733,1999.247,6295
-17.347,13.776,224.8939,1999.262,6296
-17.857,13.776,224.8591,1999.261,6297
-18.367,13.776,224.7555,1999.235,6298
-18.878,13.776,224.7334,1999.219,6299
-19.388,13.776,224.6207,1999.269,6300
-19.898,13.776,224.5384,1999.249,6301
-20.408,13.776,224.4614,1999.234,6302
-20.408,14.286,224.3006,1999.187,6303
-19.898,14.286,224.3886,1999.211,6304
-19.388,14.286,224.5247,1999.226,6305
-18.878,14.286,224.5392,1999.172,6306
-18.367,14.286,224.5876,1999.19,6307
-17.857,14.286,224.5766,1999.232,6308
-17.347,14.286,224.6316,1999.213,6309
-16.837,14.286,224.6977,1999.195,6310
-16.327,14.286,224.6146,1999.194,6311
-15.816,14.286,224.6829,1999.199,6312
-15.306,14.286,224.7852,1999.208,6313
-14.796,14.286,224.7009,1999.23,6314
-14.286,14.286,224.4858,1999.268,6315
-13.776,14.286,224.3323,1999.227,6316
-13.265,14.286,224.2851,1999.157,6317
-12.755,14.286,224.1538,1999.184,6318
-12.245,14.286,224.0713,1999.176,6319
-11.735,14.286,223.9943,1999.175,6320
-11.224,14.286,223.8311,1999.129,6321
-10.714,14.286,223.6347,1999.113,6322
-10.204,14.286,223.514,1999.079,6323
-9.694,14.286,223.5642,1999.108,6324
-9.184,14.286,223.5636,1999.1,6325
-8.673,14.286,223.4358,1999.028,6326
-8.163,14.286,223.3287,1999.049,6327
-7.653,14.286,223.3537,1999.071,6328
-7.143,14.286,223.3195,1999.053,6329
-6.633,14.286,223.351,1999.047,6330
-6.122,14.286,223.4333,1999.062,6331
-5.612,14.286,223.4639,1999.046,6332
-5.102,14.286,223.5324,1999.082,6333
-4.592,14.286,223.5934,1999.11,6334
-4.082,14.286,223.726,1999.085,6335
-3.571,14.286,223.8542,1999.11,6336
-3.061,14.286,223.9198,1999.131,6337
-2.551,14.286,223.9893,1999.129,6338
-2.041,14.286,223.9149,1999.122,6339
-1.531,14.286,223.9243,1999.068,6340
-1.02,14.286,224,1999.131,6341
-0.51,14.286,224.0046,1999.157,6342
0,14.286,223.963,1999.138,6343
0.51,14.286,223.7975,1999.13,6344
1.02,14.286,223.8006,1999.117,6345
1.531,14.286,223.736,1999.086,6346
2.041,14.286,223.6476,1999.097,6347
2.551,14.286,223.5291,1999.097,6348
3.061,14.286,223.4958,1999.068,6349
3.571,14.286,223.4732,1999.057,6350
4.082,14.286,223.2958,1999.031,6351
4.592,14.286,223.1087,1999.026,6352
5.102,14.286,222.8731,1998.974,6353
5.612,14.286,222.6839,1998.937,6354
6.122,14.286,222.5405,1998.905,6355
6.633,14.286,222.3132,1998.852,6356
7.143,14.286,222.231,1998.823,6357
7.653,14.286,222.1618,1998.821,6358
8.163,14.286,221.9347,1998.771,6359
8.673,14.286,221.8201,1998.769,6360
9.184,14.286,221.7849,1998.751,6361
9.694,14.286,221.7654,1998.775,6362
10.204,14.286,221.7948,1998.747,6363
10.714,14.286,221.7819,1998.748,6364
11.224,14.286,221.8596,1998.742,6365
11.735,14.286,221.9767,1998.788,6366
12.245,14.286,222.0693,1998.778,6367
12.755,14.286,222.1389,1998.796,6368
13.265,14.286,222.2141,1998.779,6369
13.776,14.286,222.4073,1998.849,6370
14.286,14.286,222.4778,1998.871,6371
14.796,14.286,222.644,1998.886,6372
15.306,14.286,222.8585,1998.904,6373
15.816,14.286,222.9532,1998.93,6374
16.327,14.286,223.1066,1998.932,6375
16.837,14.286,223.3656,1998.983,6376
17.347,14.286,223.4971,1999.034,6377
17.857,14.286,223.5416,1998.982,6378
18.367,14.286,223.577,1999.044,6379
18.878,14.286,223.604,1999.006,6380
19.388,14.286,223.6433,1999.029,6381
19.898,14.286,223.7409,1998.984,6382
20.408,14.286,223.8531,1999.059,6383
19.898,14.796,223.8735,1999.07,6384
19.388,14.796,223.7072,1999.003,6385
18.878,14.796,223.7194,1999.033,6386
18.367,14.796,223.6759,1999.01,6387
17.857,14.796,223.6679,1999.013,6388
17.347,14.796,223.557,1999.017,6389
16.837,14.796,223.3989,1998.999,6390
16.327,14.796,223.199,1998.948,6391
15.816,14.796,222.9921,1998.925,6392
15.306,14.796,222.8495,1998.884,6393
14.796,14.796,222.6464,1998.868,6394
14.286,14.796,222.5468,1998.871,6395
13.776,14.796,222.5043,1998.856,6396
13.265,14.796,222.4161,1998.86,6397
12.755,14.796,222.222,1998.746,6398
12.245,14.796,222.1703,1998.798,6399
11.735,14.796,222.0394,1998.764,6400
11.224,14.796,221.8828,1998.72,6401
10.714,14.796,221.8433,1998.77,6402
10.204,14.796,221.9121,1998.766,6403
9.694,14.796,221.9141,1998.765,6404
9.184,14.796,221.9323,1998.775,6405
8.673,14.796,222.0006,1998.783,6406
8.163,14.796,222.0142,1998.767,6407
7.653,14.796,222.0756,1998.797,6408
7.143,14.796,222.1815,1998.796,6409
6.633,14.796,222.3241,1998.808,6410
6.122,14.796,222.4497,1998.876,6411
5.612,14.796,222.5677,1998.921,6412
5.102,14.796,222.8471,1998.97,6413
4.592,14.796,223.0443,1998.96,6414
4.082,14.796,223.2414,1999.018,6415
3.571,14.796,223.3168,1999.011,6416
3.061,14.796,223.2456,1999.023,6417
2.551,14.796,223.4198,1999.056,6418
2.041,14.796,223.5481,1999.047,6419
1.531,14.796,223.6072,1999.073,6420
1.02,14.796,223.6644,1999.1,6421
0.51,14.796,223.5703,1999.083,6422
0,14.796,223.7364,1999.105,6423
-0.51,14.796,223.8839,1999.135,6424
-1.02,14.796,224.0036,1999.13,6425
-1.531,14.796,223.8859,1999.106,6426
-2.041,14.796,223.7965,1999.094,6427
-2.551,14.796,223.8581,1999.13,6428
-3.061,14.796,223.8105,1999.09,6429
-3.571,14.796,223.6532,1999.1,6430
-4.082,14.796,223.5559,1999.063,6431
-4.592,14.796,223.3818,1999.05,6432
-5.102,14.796,223.4626,1999.071,6433
-5.612,14.796,223.5174,1999.05,6434
-6.122,14.796,223.4783,1999.043,6435
-6.633,14.796,223.3981,1999.068,6436
-7.143,14.796,223.4044,1998.991,6437
-7.653,14.796,223.3994,1999.069,6438
-8.163,14.796,223.3766,1999.024,6439
-8.673,14.796,223.3801,1999.07,6440
-9.184,14.796,223.5228,1999.079,6441
-9.694,14.796,223.5297,1999.078,6442
-10.204,14.796,223.5296,1999.119,6443
-10.714,14.796,223.6376,1999.085,6444
-11.224,14.796,223.7941,1999.074,6445
-11.735,14.796,223.9165,1999.095,6446
-12.245,14.796,223.9191,1999.157,6447
-12.755,14.796,224.0491,1999.189,6448
-13.265,14.796,224.0884,1999.175,6449
-13.776,14.796,224.209,1999.141,6450
-14.286,14.796,224.3845,1999.251,6451
-14.796,14.796,224.5491,1999.162,6452
-15.306,14.796,224.5616,1999.165,6453
-15.816,14.796,224.5323,1999.202,6454
-16.327,14.796,224.5668,1999.232,6455
-16.837,14.796,224.5963,1999.23,6456
-17.347,14.796,224.5012,1999.19,6457
-17.857,14.796,224.4927,1999.197,6458
-18.367,14.796,224.479,1999.252,6459
-18.878,14.796,224.3991,1999.251,6460
-19.388,14.796,224.3836,1999.185,6461
-19.898,14.796,224.2688,1999.181,6462
-19.388,15.306,224.2176,1999.201,6463
-18.878,15.306,224.2525,1999.149,6464
-18.367,15.306,224.2561,1999.204,6465
-17.857,15.306,224.2837,1999.174,6466
-17.347,15.306,224.2953,1999.161,6467
-16.837,15.306,224.3032,1999.155,6468
-16.327,15.306,224.375,1999.22,6469
-15.816,15.306,224.3343,1999.166,6470
-15.306,15.306,224.2444,1999.2,6471
-14.796,15.306,224.2828,1999.169,6472
-14.286,15.306,224.204,1999.187,6473
-13.776,15.306,224.0151,1999.109,6474
-13.265,15.306,223.9585,1999.071,6475
-12.755,15.306,223.9024,1999.114,6476
-12.245,15.306,223.7903,1999.117,6477
-11.735,15.306,223.7275,1999.058,6478
-11.224,15.306,223.7058,1999.116,6479
-10.714,15.306,223.6551,1999.106,6480
-10.204,15.306,223.51,1999.06,6481
-9.694,15.306,223.5526,1999.073,6482
-9.184,15.306,223.51,1999.069,6483
-8.673,15.306,223.4197,1999.051,6484
-8.163,15.306,223.4219,1999.035,6485
-7.653,15.306,223.3717,1999.028,6486
-7.143,15.306,223.3047,1998.957,6487
-6.633,15.306,223.3036,1999.006,6488
-6.122,15.306,223.4217,1999.047,6489
-5.612,15.306,223.4257,1999.034,6490
-5.102,15.306,223.3781,1999.022,6491
-4.592,15.306,223.3263,1999.006,6492
-4.082,15.306,223.4864,1999.063,6493
-3.571,15.306,223.506,1998.979,6494
-3.061,15.306,223.6205,1999.073,6495
-2.551,15.306,223.6603,1999.075,6496
-2.041,15.306,223.5859,1999.062,6497
-1.531,15.306,223.7813,1999.096,6498
-1.02,15.306,223.852,1999.095,6499
-0.51,15.306,223.7987,1999.068,6500
0,15.306,223.6559,1999.069,6501
0.51,15.306,223.5314,1999.035,6502
1.02,15.306,223.5435,1999.044,6503
1.531,15.306,223.4415,1999.036,6504
2.041,15.306,223.3877,1999.001,6505
2.551,15.306,223.2944,1998.996,6506
3.061,15.306,223.1546,1998.972,6507
3.571,15.306,223.0763,1998.977,6508
4.082,15.306,223.0571,1998.974,6509
4.592,15.306,222.9302,1998.955,6510
5.102,15.306,222.7197,1998.913,6511
5.612,15.306,222.4981,1998.862,6512
6.122,15.306,222.2744,1998.779,6513
6.633,15.306,222.3103,1998.817,6514
7.143,15.306,222.31,1998.772,6515
7.653,15.306,222.1073,1998.792,6516
8.163,15.306,221.9389,1998.734,6517
8.673,15.306,222.0366,1998.726,6518
9.184,15.306,222.1284,1998.766,6519
9.694,15.306,222.0983,1998.765,6520
10.204,15.306,222.0801,1998.727,6521
10.714,15.306,222.0404,1998.738,6522
11.224,15.306,222.0752,1998.739,6523
11.735,15.306,222.2074,1998.736,6524
12.245,15.306,222.3232,1998.77,6525
12.755,15.306,222.5662,1998.851,6526
13.265,15.306,222.6002,1998.852,6527
13.776,15.306,222.6356,1998.867,6528
14.286,15.306,222.6568,1998.841,6529
14.796,15.306,222.8441,1998.86,6530
15.306,15.306,223.0541,1998.903,6531
15.816,15.306,223.0754,1998.887,6532
16.327,15.306,223.2325,1998.924,6533
16.837,15.306,223.4893,1998.972,6534
17.347,15.306,223.6559,1999.006,6535
17.857,15.306,223.7678,1999.025,6536
18.367,15.306,223.7687,1999.014,6537
18.878,15.306,223.8083,1999.019,6538
19.388,15.306,223.9113,1998.999,6539
18.878,15.816,223.8562,1998.945,6540
18.367,15.816,223.8155,1999.012,6541
17.857,15.816,223.8086,1999.034,6542
17.347,15.816,223.7607,1999.033,6543
16.837,15.816,223.6523,1998.974,6544
16.327,15.816,223.4835,1998.974,6545
15.816,15.816,223.3228,1998.919,6546
15.306,15.816,223.2117,1998.903,6547
14.796,15.816,222.972,1998.895,6548
14.286,15.816,222.8918,1998.856,6549
13.776,15.816,222.9161,1998.873,6550
13.265,15.816,222.8429,1998.844,6551
12.755,15.816,222.6673,1998.847,6552
12.245,15.816,222.5564,1998.85,6553
11.735,15.816,222.2976,1998.745,6554
11.224,15.816,222.2055,1998.768,6555
10.714,15.816,222.1927,1998.768,6556
10.204,15.816,222.194,1998.756,6557
9.694,15.816,222.2271,1998.781,6558
9.184,15.816,222.2501,1998.78,6559
8.673,15.816,222.0708,1998.764,6560
8.163,15.816,221.9618,1998.744,6561
7.653,15.816,222.2236,1998.781,6562
7.143,15.816,222.4255,1998.852,6563
6.633,15.816,222.329,1998.793,6564
6.122,15.816,222.3942,1998.866,6565
5.612,15.816,222.4872,1998.843,6566
5.102,15.816,222.6593,1998.887,6567
4.592,15.816,222.8417,1998.912,6568
4.082,15.816,222.8717,1998.914,6569
3.571,15.816,222.9037,1998.941,6570
3.061,15.816,223.0104,1998.952,6571
2.551,15.816,223.0709,1998.976,6572
2.041,15.816,223.2424,1998.967,6573
1.531,15.816,223.3591,1998.974,6574
1.02,15.816,223.4624,1999.013,6575
0.51,15.816,223.5045,1999.021,6576
0,15.816,223.6039,1999.029,6577
-0.51,15.816,223.7241,1999.07,6578
-1.02,15.816,223.6658,1999.042,6579
-1.531,15.816,223.6093,1998.973,6580
-2.041,15.816,223.4758,1999.032,6581
-2.551,15.816,223.5206,1999.028,6582
-3.061,15.816,223.5038,1999.023,6583
-3.571,15.816,223.3955,1999.011,6584
-4.082,15.816,223.363,1999.011,6585
-4.592,15.816,223.3171,1999.014,6586
-5.102,15.816,223.2927,1999.004,6587
-5.612,15.816,223.3185,1999.024,6588
-6.122,15.816,223.325,1999.008,6589
-6.633,15.816,223.2952,1999,6590
-7.143,15.816,223.3419,1999.001,6591
-7.653,15.816,223.4164,1998.949,6592
-8.163,15.816,223.494,1999.039,6593
-8.673,15.816,223.4161,1999.032,6594
-9.184,15.816,223.435,1999.025,6595
-9.694,15.816,223.5287,1999.059,6596
-10.204,15.816,223.5227,1998.977,6597
-10.714,15.816,223.6259,1999.014,6598
-11.224,15.816,223.6286,1999.076,6599
-11.735,15.816,223.5582,1999.026,6600
-12.245,15.816,223.6417,1999.099,6601
-12.755,15.816,223.84,1999.059,6602
-13.265,15.816,223.851,1999.122,6603
-13.776,15.816,223.8087,1999.099,6604
-14.286,15.816,223.934,1999.074,6605
-14.796,15.816,223.9952,1999.15,6606
-15.306,15.816,224.006,1999.156,6607
-15.816,15.816,224.0537,1999.147,6608
-16.327,15.816,224.0943,1999.085,6609
-16.837,15.816,223.9949,1999.151,6610
-17.347,15.816,223.976,1999.134,6611
-17.857,15.816,223.962,1999.069,6612
-18.367,15.816,223.9592,1999.083,6613
-18.878,15.816,224.002,1999.13,6614
-18.878,16.327,223.7356,1999.102,6615
-18.367,16.327,223.7881,1999.102,6616
-17.857,16.327,223.7965,1999.112,6617
-17.347,16.327,223.841,1999.018,6618
-16.837,16.327,223.8984,1999.107,6619
-16.327,16.327,223.8972,1999.102,6620
-15.816,16.327,223.8571,1999.12,6621
-15.306,16.327,223.8886,1999.088,6622
-14.796,16.327,223.7785,1999.035,6623
-14.286,16.327,223.75,1999.06,6624
-13.776,16.327,223.6808,1999.071,6625
-13.265,16.327,223.6962,1999.07,6626
-12.755,16.327,223.7004,1999.077,6627
-12.245,16.327,223.5436,1998.989,6628
-11.735,16.327,223.5173,1999.035,6629
-11.224,16.327,223.6373,1999.064,6630
-10.714,16.327,223.4847,1999.048,6631
-10.204,16.327,223.4698,1999.025,6632
-9.694,16.327,223.4262,1999.001,6633
-9.184,16.327,223.3918,1999.019,6634
-8.673,16.327,223.4015,1999.006,6635
-8.163,16.327,223.5103,1999.015,6636
-7.653,16.327,223.5038,1999.017,6637
-7.143,16.327,223.3698,1999.028,6638
-6.633,16.327,223.3906,1998.995,6639
-6.122,16.327,223.3258,1999.003,6640
-5.612,16.327,223.1734,1998.964,6641
-5.102,16.327,223.1538,1998.951,6642
-4.592,16.327,223.3158,1998.979,6643
-4.082,16.327,223.3223,1998.984,6644
-3.571,16.327,223.3284,1998.975,6645
-3.061,16.327,223.3924,1999.002,6646
-2.551,16.327,223.423,1998.993,6647
-2.041,16.327,223.4005,1998.969,6648
-1.531,16.327,223.5698,1999.014,6649
-1.02,16.327,223.5473,1998.986,6650
-0.51,16.327,223.4404,1999.011,6651
0,16.327,223.3819,1998.99,6652
0.51,16.327,223.3345,1998.969,6653
1.02,16.327,223.2842,1998.971,6654
1.531,16.327,223.168,1998.965,6655
2.041,16.327,223.0777,1998.939,6656
2.551,16.327,222.9081,1998.899,6657
3.061,16.327,222.8286,1998.862,6658
3.571,16.327,222.7893,1998.885,6659
4.082,16.327,222.757,1998.854,6660
4.592,16.327,222.6628,1998.858,6661
5.102,16.327,222.5612,1998.826,6662
5.612,16.327,222.4603,1998.826,6663
6.122,16.327,222.4031,1998.811,6664
6.633,16.327,222.2841,1998.748,6665
7.143,16.327,222.3185,1998.763,6666
7.653,16.327,222.2798,1998.776,6667
8.163,16.327,222.1708,1998.708,6668
8.673,16.327,222.181,1998.731,6669
9.184,16.327,222.3428,1998.747,6670
9.694,16.327,222.3185,1998.746,6671
10.204,16.327,222.4803,1998.818,6672
10.714,16.327,222.5337,1998.769,6673
11.224,16.327,222.5933,1998.806,6674
11.735,16.327,222.6203,1998.828,6675
12.245,16.327,222.7523,1998.838,6676
12.755,16.327,222.7389,1998.812,6677
13.265,16.327,222.9498,1998.856,6678
13.776,16.327,223.1174,1998.868,6679
14.286,16.327,223.15,1998.895,6680
14.796,16.327,223.2112,1998.86,6681
15.306,16.327,223.4075,1998.927,6682
15.816,16.327,223.5565,1998.93,6683
16.327,16.327,223.6205,1998.985,6684
16.837,16.327,223.7144,1998.974,6685
17.347,16.327,223.8012,1998.967,6686
17.857,16.327,223.7786,1998.97,6687
18.367,16.327,223.7466,1998.979,6688
18.878,16.327,223.7167,1998.958,6689
18.367,16.837,223.6709,1998.95,6690
17.857,16.837,223.8563,1998.902,6691
17.347,16.837,223.88,1998.978,6692
16.837,16.837,223.7664,1998.956,6693
16.327,16.837,223.6045,1998.919,6694
15.816,16.837,223.6081,1998.952,6695
15.306,16.837,223.5075,1998.916,6696
14.796,16.837,223.4197,1998.907,6697
14.286,16.837,223.3595,1998.888,6698
13.776,16.837,223.3069,1998.893,6699
13.265,16.837,223.1022,1998.825,6700
12.755,16.837,222.9463,1998.835,6701
12.245,16.837,222.9397,1998.835,6702
11.735,16.837,222.8933,1998.847,6703
11.224,16.837,222.8573,1998.814,6704
10.714,16.837,222.7854,1998.82,6705
10.204,16.837,222.6821,1998.81,6706
9.694,16.837,222.6651,1998.807,6707
9.184,16.837,222.706,1998.816,6708
8.673,16.837,222.4554,1998.75,6709
8.163,16.837,222.2066,1998.73,6710
7.653,16.837,222.3153,1998.744,6711
7.143,16.837,222.2808,1998.729,6712
6.633,16.837,222.2371,1998.724,6713
6.122,16.837,222.2666,1998.73,6714
5.612,16.837,222.2806,1998.736,6715
5.102,16.837,222.4669,1998.795,6716
4.592,16.837,222.631,1998.827,6717
4.082,16.837,222.7458,1998.83,6718
3.571,16.837,222.7145,1998.855,6719
3.061,16.837,222.7044,1998.822,6720
2.551,16.837,222.8154,1998.88,6721
2.041,16.837,222.8956,1998.863,6722
1.531,16.837,222.927,1998.868,6723
1.02,16.837,223.0184,1998.891,6724
0.51,16.837,223.2019,1998.916,6725
0,16.837,223.1323,1998.886,6726
-0.51,16.837,223.1956,1998.936,6727
-1.02,16.837,223.374,1998.939,6728
-1.531,16.837,223.4459,1998.946,6729
-2.041,16.837,223.3604,1998.944,6730
-2.551,16.837,223.2986,1998.923,6731
-3.061,16.837,223.2149,1998.904,6732
-3.571,16.837,223.1998,1998.928,6733
-4.082,16.837,223.3156,1998.932,6734
-4.592,16.837,223.3324,1998.934,6735
-5.102,16.837,223.2037,1998.883,6736
-5.612,16.837,223.158,1998.927,6737
-6.122,16.837,223.2461,1998.928,6738
-6.633,16.837,223.3484,1998.963,6739
-7.143,16.837,223.3537,1998.97,6740
-7.653,16.837,223.4428,1998.978,6741
-8.163,16.837,223.4447,1998.974,6742
-8.673,16.837,223.4462,1998.963,6743
-9.184,16.837,223.4092,1998.956,6744
-9.694,16.837,223.3141,1998.957,6745
-10.204,16.837,223.2924,1998.952,6746
-10.714,16.837,223.3938,1998.976,6747
-11.224,16.837,223.4922,1998.99,6748
-11.735,16.837,223.4222,1998.963,6749
-12.245,16.837,223.4433,1998.977,6750
-12.755,16.837,223.5912,1999.017,6751
-13.265,16.837,223.6396,1998.973,6752
-13.776,16.837,223.5385,1998.981,6753
-14.286,16.837,223.5583,1999.022,6754
-14.796,16.837,223.5845,1999.041,6755
-15.306,16.837,223.6474,1999.042,6756
-15.816,16.837,223.6556,1999.053,6757
-16.327,16.837,223.7076,1999.041,6758
-16.837,16.837,223.7064,1999.034,6759
-17.347,16.837,223.6976,1999.071,6760
-17.857,16.837,223.7054,1999.057,6761
-18.367,16.837,223.6169,1999.029,6762
-17.857,17.347,223.48,1999.003,6763
-17.347,17.347,223.4554,1998.991,6764
-16.837,17.347,223.5222,1998.982,6765
-16.327,17.347,223.539,1999.011,6766
-15.816,17.347,223.4431,1998.988,6767
-15.306,17.347,223.4491,1998.998,6768
-14.796,17.347,223.3608,1998.973,6769
-14.286,17.347,223.2306,1998.977,6770
-13.776,17.347,223.3876,1998.98,6771
-13.265,17.347,223.5437,1998.968,6772
-12.755,17.347,223.5166,1998.984,6773
-12.245,17.347,223.365,1998.979,6774
-11.735,17.347,223.3616,1998.943,6775
-11.224,17.347,223.3567,1998.966,6776
-10.714,17.347,223.3938,1998.973,6777
-10.204,17.347,223.3147,1998.954,6778
-9.694,17.347,223.3866,1998.936,6779
-9.184,17.347,223.5164,1998.979,6780
-8.673,17.347,223.5034,1998.973,6781
-8.163,17.347,223.3885,1998.891,6782
-7.653,17.347,223.2703,1998.911,6783
-7.143,17.347,223.2651,1998.939,6784
-6.633,17.347,223.2221,1998.922,6785
-6.122,17.347,223.1815,1998.904,6786
-5.612,17.347,223.1653,1998.902,6787
-5.102,17.347,223.2849,1998.929,6788
-4.592,17.347,223.3096,1998.932,6789
-4.082,17.347,223.1647,1998.919,6790
-3.571,17.347,223.0709,1998.898,6791
-3.061,17.347,223.1209,1998.883,6792
-2.551,17.347,223.2222,1998.916,6793
-2.041,17.347,223.1369,1998.907,6794
-1.531,17.347,223.198,1998.885,6795
-1.02,17.347,223.1916,1998.894,6796
-0.51,17.347,223.015,1998.858,6797
0,17.347,223.0417,1998.862,6798
0.51,17.347,223.0945,1998.888,6799
1.02,17.347,222.8736,1998.861,6800
1.531,17.347,222.725,1998.82,6801
2.041,17.347,222.7256,1998.805,6802
2.551,17.347,222.6632,1998.816,6803
3.061,17.347,222.6319,1998.832,6804
3.571,17.347,222.579,1998.786,6805
4.082,17.347,222.6398,1998.822,6806
4.592,17.347,222.5006,1998.803,6807
5.102,17.347,222.2375,1998.719,6808
5.612,17.347,222.2141,1998.679,6809
6.122,17.347,222.2947,1998.733,6810
6.633,17.347,222.2861,1998.686,6811
7.143,17.347,222.2629,1998.7,6812
7.653,17.347,222.2868,1998.711,6813
8.163,17.347,222.3128,1998.701,6814
8.673,17.347,222.5513,1998.778,6815
9.184,17.347,222.7737,1998.801,6816
9.694,17.347,222.7471,1998.787,6817
10.204,17.347,222.7711,1998.801,6818
10.714,17.347,222.8652,1998.814,6819
11.224,17.347,223.022,1998.853,6820
11.735,17.347,223.0593,1998.859,6821
12.245,17.347,223.1615,1998.872,6822
12.755,17.347,223.2641,1998.872,6823
13.265,17.347,223.3939,1998.876,6824
13.776,17.347,223.536,1998.896,6825
14.286,17.347,223.7085,1998.887,6826
14.796,17.347,223.706,1998.953,6827
15.306,17.347,223.6775,1998.94,6828
15.816,17.347,223.6671,1998.929,6829
16.327,17.347,223.7577,1998.949,6830
16.837,17.347,223.916,1998.918,6831
17.347,17.347,224.0512,1998.965,6832
17.857,17.347,223.963,1998.985,6833
17.347,17.857,224.1103,1998.985,6834
16.837,17.857,224.0941,1998.966,6835
16.327,17.857,223.9546,1998.94,6836
15.816,17.857,223.8228,1998.937,6837
15.306,17.857,223.8096,1998.873,6838
14.796,17.857,223.8156,1998.941,6839
14.286,17.857,223.7403,1998.916,6840
13.776,17.857,223.6197,1998.91,6841
13.265,17.857,223.569,1998.908,6842
12.755,17.857,223.4314,1998.789,6843
12.245,17.857,223.2093,1998.857,6844
11.735,17.857,223.0205,1998.817,6845
11.224,17.857,223.0236,1998.847,6846
10.714,17.857,222.9822,1998.817,6847
10.204,17.857,222.7784,1998.78,6848
9.694,17.857,222.7879,1998.81,6849
9.184,17.857,222.785,1998.785,6850
8.673,17.857,222.6229,1998.784,6851
8.163,17.857,222.5264,1998.762,6852
7.653,17.857,222.3272,1998.7,6853
7.143,17.857,222.3248,1998.703,6854
6.633,17.857,222.2944,1998.696,6855
6.122,17.857,222.2784,1998.697,6856
5.612,17.857,222.3223,1998.703,6857
5.102,17.857,222.2522,1998.707,6858
4.592,17.857,222.3264,1998.692,6859
4.082,17.857,222.4286,1998.781,6860
3.571,17.857,222.4588,1998.767,6861
3.061,17.857,222.5462,1998.771,6862
2.551,17.857,222.6066,1998.822,6863
2.041,17.857,222.6926,1998.819,6864
1.531,17.857,222.5862,1998.796,6865
1.02,17.857,222.6707,1998.848,6866
0.51,17.857,222.9343,1998.852,6867
0,17.857,222.925,1998.819,6868
-0.51,17.857,222.9166,1998.834,6869
-1.02,17.857,223.0629,1998.874,6870
-1.531,17.857,222.9664,1998.845,6871
-2.041,17.857,222.9391,1998.874,6872
-2.551,17.857,223.0057,1998.859,6873
-3.061,17.857,222.9788,1998.876,6874
-3.571,17.857,222.8879,1998.842,6875
-4.082,17.857,222.9165,1998.878,6876
-4.592,17.857,223.075,1998.878,6877
-5.102,17.857,223.1474,1998.92,6878
-5.612,17.857,223.1174,1998.885,6879
-6.122,17.857,223.1557,1998.872,6880
-6.633,17.857,223.1654,1998.91,6881
-7.143,17.857,223.1366,1998.888,6882
-7.653,17.857,223.2038,1998.908,6883
-8.163,17.857,223.3461,1998.955,6884
-8.673,17.857,223.3752,1998.953,6885
-9.184,17.857,223.3918,1998.957,6886
-9.694,17.857,223.4301,1998.95,6887
-10.204,17.857,223.3531,1998.935,6888
-10.714,17.857,223.3135,1998.923,6889
-11.224,17.857,223.353,1998.924,6890
-11.735,17.857,223.2815,1998.915,6891
-12.245,17.857,223.3176,1998.938,6892
-12.755,17.857,223.4431,1998.969,6893
-13.265,17.857,223.3844,1998.895,6894
-13.776,17.857,223.1456,1998.937,6895
-14.286,17.857,223.091,1998.919,6896
-14.796,17.857,223.1682,1998.924,6897
-15.306,17.857,223.2429,1998.944,6898
-15.816,17.857,223.3409,1998.948,6899
-16.327,17.857,223.3649,1998.946,6900
-16.837,17.857,223.4124,1998.991,6901
-17.347,17.857,223.3592,1998.989,6902
-16.837,18.367,223.1837,1998.927,6903
-16.327,18.367,223.1711,1998.913,6904
-15.816,18.367,223.2321,1998.924,6905
-15.306,18.367,223.1977,1998.898,6906
-14.796,18.367,223.0957,1998.921,6907
-14.286,18.367,223.0084,1998.866,6908
-13.776,18.367,223.052,1998.871,6909
-13.265,18.367,223.211,1998.933,6910
-12.755,18.367,223.223,1998.902,6911
-12.245,18.367,223.2201,1998.893,6912
-11.735,18.367,223.2416,1998.914,6913
-11.224,18.367,223.2977,1998.923,6914
-10.714,18.367,223.2272,1998.828,6915
-10.204,18.367,223.3415,1998.934,6916
-9.694,18.367,223.3869,1998.936,6917
-9.184,18.367,223.206,1998.905,6918
-8.673,18.367,223.2239,1998.913,6919
-8.163,18.367,223.2331,1998.902,6920
-7.653,18.367,223.2184,1998.88,6921
-7.143,18.367,223.0858,1998.867,6922
-6.633,18.367,223.1304,1998.896,6923
-6.122,18.367,223.0148,1998.869,6924
-5.612,18.367,222.908,1998.825,6925
-5.102,18.367,222.841,1998.846,6926
-4.592,18.367,222.7889,1998.825,6927
-4.082,18.367,222.735,1998.803,6928
-3.571,18.367,222.696,1998.787,6929
-3.061,18.367,222.8151,1998.829,6930
-2.551,18.367,222.8443,1998.799,6931
-2.041,18.367,222.7348,1998.868,6932
-1.531,18.367,222.8002,1998.792,6933
-1.02,18.367,222.9355,1998.855,6934
