%<X-coord>,<Y-coord>,<Polarization>,<wavelength>,<type>,<deviceID>,<comment>
27767.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_269,no commment
27767.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_270,no commment
28067.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_271,no commment
28067.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_272,no commment
27467.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_273,no commment
27467.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_274,no commment
27467.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_275,no commment
28067.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_276,no commment
28067.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_277,no commment
27767.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_278,no commment
27767.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_279,no commment
28952.012,5955.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_280,no commment
28367.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_281,no commment
28367.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_282,no commment
28652.012,5655.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_283,no commment
29252.012,5655.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_284,no commment
29252.012,5955.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_285,no commment
28652.012,5955.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_286,no commment
28952.012,5655.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_287,no commment
26867.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_288,no commment
26867.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_289,no commment
26567.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_290,no commment
26567.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_291,no commment
27167.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_292,no commment
27167.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_293,no commment
26267.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_294,no commment
26267.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_295,no commment
25967.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_296,no commment
25967.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_297,no commment
25667.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_298,no commment
25667.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_299,no commment
26267.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_300,no commment
25667.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_301,no commment
25667.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_302,no commment
26267.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_303,no commment
25967.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_304,no commment
25967.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_305,no commment
26567.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_306,no commment
27167.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_307,no commment
26567.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_308,no commment
26867.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_309,no commment
27167.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_310,no commment
26867.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_311,no commment
26567.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_312,no commment
26867.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_313,no commment
27167.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_314,no commment
27167.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_315,no commment
26867.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_316,no commment
26567.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_317,no commment
25667.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_318,no commment
25967.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_319,no commment
25667.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_320,no commment
25967.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_321,no commment
26267.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_322,no commment
26267.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_323,no commment
25667.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_324,no commment
25967.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_325,no commment
26267.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_326,no commment
26867.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_327,no commment
26567.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_328,no commment
27167.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_329,no commment
28952.012,5055.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_330,no commment
28952.012,5355.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_331,no commment
29252.012,5055.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_332,no commment
29252.012,5355.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_333,no commment
28652.012,5055.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_334,no commment
28652.012,5355.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_335,no commment
28367.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_336,no commment
28367.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_337,no commment
27767.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_338,no commment
28067.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_339,no commment
27467.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_340,no commment
27467.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_341,no commment
28067.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_342,no commment
27767.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_343,no commment
27467.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_344,no commment
28067.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_345,no commment
27767.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_346,no commment
28367.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_347,no commment
29147.339,4753.4,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_348,no commment
29013.664,4753.394,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_349,no commment
28885.14,4753.401,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_350,no commment
28768.55,4753.401,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_351,no commment
28977.56,4574.73,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG20613TE_352,no commment
28742.42,4574.67,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG5733TE_353,no commment
28645.47,4622.981,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_354,no commment
21167.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_355,no commment
21167.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_356,no commment
21467.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_357,no commment
21467.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_358,no commment
21767.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_359,no commment
21767.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_360,no commment
20267.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_361,no commment
20267.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_362,no commment
20567.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_363,no commment
20567.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_364,no commment
20867.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_365,no commment
20867.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_366,no commment
20267.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_367,no commment
20567.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_368,no commment
20867.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_369,no commment
20867.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_370,no commment
20567.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_371,no commment
20267.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_372,no commment
21167.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_373,no commment
21167.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_374,no commment
21467.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_375,no commment
21767.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_376,no commment
21767.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_377,no commment
21467.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_378,no commment
19367.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_379,no commment
19367.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_380,no commment
19667.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_381,no commment
19667.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_382,no commment
19967.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_383,no commment
19967.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_384,no commment
18467.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_385,no commment
18467.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_386,no commment
18767.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_387,no commment
18767.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_388,no commment
19067.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_389,no commment
19067.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_390,no commment
18467.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_391,no commment
18767.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_392,no commment
19067.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_393,no commment
19067.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_394,no commment
18767.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_395,no commment
18467.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_396,no commment
19367.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_397,no commment
19367.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_398,no commment
19667.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_399,no commment
19967.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_400,no commment
19967.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_401,no commment
19667.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_402,no commment
19667.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_403,no commment
19667.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_404,no commment
19967.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_405,no commment
19967.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_406,no commment
19367.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_407,no commment
19367.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_408,no commment
19067.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_409,no commment
18767.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_410,no commment
18467.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_411,no commment
18767.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_412,no commment
19067.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_413,no commment
18467.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_414,no commment
18467.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_415,no commment
18767.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_416,no commment
19067.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_417,no commment
19367.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_418,no commment
19967.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_419,no commment
19667.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_420,no commment
21167.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_421,no commment
21467.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_422,no commment
21467.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_423,no commment
21767.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_424,no commment
21767.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_425,no commment
21167.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_426,no commment
20867.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_427,no commment
20567.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_428,no commment
20267.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_429,no commment
20867.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_430,no commment
20567.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_431,no commment
20267.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_432,no commment
20267.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_433,no commment
20567.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_434,no commment
20867.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_435,no commment
21467.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_436,no commment
21767.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_437,no commment
21167.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_438,no commment
17567.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_439,no commment
17567.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_440,no commment
17867.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_441,no commment
17867.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_442,no commment
18167.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_443,no commment
18167.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_444,no commment
16667.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_445,no commment
16667.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_446,no commment
16967.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_447,no commment
16967.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_448,no commment
17267.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_449,no commment
17267.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_450,no commment
16667.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_451,no commment
16967.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_452,no commment
17267.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_453,no commment
17267.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_454,no commment
16967.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_455,no commment
16667.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_456,no commment
17567.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_457,no commment
17567.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_458,no commment
17867.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_459,no commment
18167.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_460,no commment
18167.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_461,no commment
17867.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_462,no commment
16367.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_463,no commment
16367.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_464,no commment
15767.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_465,no commment
15767.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_466,no commment
16067.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_467,no commment
16067.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_468,no commment
15467.692,8587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_469,no commment
15147.339,8553.4,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_470,no commment
15013.664,8553.394,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_471,no commment
14885.14,8553.401,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_472,no commment
14768.55,8553.401,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_473,no commment
14763.64,8115.87,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG9429TE_474,no commment
14977.56,8374.73,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG20613TE_475,no commment
14742.42,8374.67,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG5733TE_476,no commment
14817.75,8232.11,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG0TE_477,no commment
15467.692,8287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_478,no commment
14816.682,7755.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_479,no commment
15467.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_480,no commment
15467.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_481,no commment
15116.682,7755.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_482,no commment
15767.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_483,no commment
16067.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_484,no commment
16367.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_485,no commment
16367.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_486,no commment
15767.692,7687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_487,no commment
16067.692,7987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_488,no commment
16067.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_489,no commment
16067.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_490,no commment
16367.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_491,no commment
16367.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_492,no commment
15767.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_493,no commment
15767.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_494,no commment
15116.682,7455.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_495,no commment
14816.682,7155.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_496,no commment
14816.682,7455.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_497,no commment
15467.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_498,no commment
15467.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_499,no commment
15116.682,7155.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_500,no commment
15467.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_501,no commment
14816.682,6855.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_502,no commment
14816.682,6555.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_503,no commment
15116.682,6555.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_504,no commment
15116.682,6855.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_505,no commment
15767.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_506,no commment
16067.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_507,no commment
16367.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_508,no commment
17567.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_509,no commment
17867.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_510,no commment
17867.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_511,no commment
18167.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_512,no commment
18167.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_513,no commment
17567.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_514,no commment
17267.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_515,no commment
16967.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_516,no commment
16667.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_517,no commment
17267.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_518,no commment
16967.692,7387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_519,no commment
16667.692,7087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_520,no commment
16667.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_521,no commment
16967.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_522,no commment
17267.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_523,no commment
18167.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_524,no commment
17867.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_525,no commment
17567.692,6787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_526,no commment
17867.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_527,no commment
18167.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_528,no commment
18167.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_529,no commment
17567.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_530,no commment
17567.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_531,no commment
17867.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_532,no commment
17267.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_533,no commment
16967.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_534,no commment
16967.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_535,no commment
16667.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_536,no commment
16667.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_537,no commment
17267.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_538,no commment
16667.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_539,no commment
