%<X-coord>,<Y-coord>,<Polarization>,<wavelength>,<type>,<deviceID>,<comment>
16667.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_540,no commment
16967.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_541,no commment
17267.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_542,no commment
17267.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_543,no commment
16967.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_544,no commment
18167.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_545,no commment
17567.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_546,no commment
17567.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_547,no commment
17867.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_548,no commment
17867.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_549,no commment
18167.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_550,no commment
16067.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_551,no commment
16067.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_552,no commment
16367.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_553,no commment
16367.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_554,no commment
15767.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_555,no commment
15767.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_556,no commment
15116.682,6255.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_557,no commment
15467.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_558,no commment
15467.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_559,no commment
14816.682,6255.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_560,no commment
15467.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_561,no commment
15116.682,5655.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_562,no commment
15116.682,5955.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_563,no commment
14816.682,5655.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_564,no commment
14816.682,5955.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_565,no commment
15467.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_566,no commment
15767.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_567,no commment
16367.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_568,no commment
16067.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_569,no commment
16067.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_570,no commment
16367.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_571,no commment
15767.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_572,no commment
15767.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_573,no commment
15767.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_574,no commment
16067.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_575,no commment
16067.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_576,no commment
16367.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_577,no commment
16367.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_578,no commment
15116.682,5355.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_579,no commment
15116.682,5055.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_580,no commment
15467.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_581,no commment
15467.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_582,no commment
14816.682,5055.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_583,no commment
14816.682,5355.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_584,no commment
15147.339,4753.4,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_585,no commment
15013.664,4753.394,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_586,no commment
14885.14,4753.401,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_587,no commment
14768.55,4753.401,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_588,no commment
14977.56,4574.73,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG20613TE_589,no commment
14742.42,4574.67,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG5733TE_590,no commment
15467.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_591,no commment
16067.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_592,no commment
15767.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_593,no commment
16367.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_594,no commment
18167.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_595,no commment
18167.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_596,no commment
17567.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_597,no commment
17567.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_598,no commment
17867.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_599,no commment
17867.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_600,no commment
17267.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_601,no commment
17267.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_602,no commment
16967.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_603,no commment
16967.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_604,no commment
16667.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_605,no commment
16667.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_606,no commment
16667.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_607,no commment
17267.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_608,no commment
16967.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_609,no commment
17567.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_610,no commment
17867.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_611,no commment
18167.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_612,no commment
21167.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_613,no commment
21167.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_614,no commment
21467.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_615,no commment
21467.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_616,no commment
21767.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_617,no commment
21767.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_618,no commment
20267.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_619,no commment
20267.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_620,no commment
20567.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_621,no commment
20567.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_622,no commment
20867.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_623,no commment
20867.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_624,no commment
20267.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_625,no commment
20567.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_626,no commment
20867.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_627,no commment
20867.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_628,no commment
20567.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_629,no commment
20267.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_630,no commment
21767.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_631,no commment
21467.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_632,no commment
21167.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_633,no commment
21167.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_634,no commment
21467.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_635,no commment
21767.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_636,no commment
19367.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_637,no commment
19967.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_638,no commment
19967.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_639,no commment
19367.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_640,no commment
19667.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_641,no commment
19667.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_642,no commment
18467.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_643,no commment
18467.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_644,no commment
18767.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_645,no commment
18767.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_646,no commment
19067.692,6487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_647,no commment
19067.692,6187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_648,no commment
18467.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_649,no commment
19067.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_650,no commment
18767.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_651,no commment
19067.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_652,no commment
18767.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_653,no commment
18467.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_654,no commment
19967.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_655,no commment
19367.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_656,no commment
19367.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_657,no commment
19667.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_658,no commment
19667.692,5887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_659,no commment
19967.692,5587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_660,no commment
19967.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_661,no commment
19367.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_662,no commment
19367.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_663,no commment
19667.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_664,no commment
19667.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_665,no commment
19967.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_666,no commment
18467.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_667,no commment
18767.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_668,no commment
18467.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_669,no commment
19067.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_670,no commment
18767.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_671,no commment
19067.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_672,no commment
18767.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_673,no commment
19067.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_674,no commment
18467.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_675,no commment
19367.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_676,no commment
19667.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_677,no commment
19967.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_678,no commment
21467.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_679,no commment
21467.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_680,no commment
21167.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_681,no commment
21167.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_682,no commment
21767.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_683,no commment
21767.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_684,no commment
20867.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_685,no commment
20267.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_686,no commment
20567.692,4987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_687,no commment
20567.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_688,no commment
20267.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_689,no commment
20867.692,5287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_690,no commment
20267.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_691,no commment
20567.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_692,no commment
20867.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_693,no commment
21467.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_694,no commment
21167.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_695,no commment
21767.692,4687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_696,no commment
21167.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_697,no commment
21167.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_698,no commment
21467.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_699,no commment
21467.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_700,no commment
21767.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_701,no commment
21767.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_702,no commment
20267.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_703,no commment
20267.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_704,no commment
20567.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_705,no commment
20567.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_706,no commment
20867.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_707,no commment
20867.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_708,no commment
20267.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_709,no commment
20567.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_710,no commment
20867.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_711,no commment
20867.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_712,no commment
20567.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_713,no commment
20267.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_714,no commment
21167.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_715,no commment
21467.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_716,no commment
21767.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_717,no commment
21767.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_718,no commment
21467.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_719,no commment
21167.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_720,no commment
19667.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_721,no commment
19667.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_722,no commment
19967.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_723,no commment
19967.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_724,no commment
19367.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_725,no commment
19367.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_726,no commment
19067.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_727,no commment
19067.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_728,no commment
18467.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_729,no commment
18467.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_730,no commment
18767.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_731,no commment
18767.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_732,no commment
19067.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_733,no commment
18467.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_734,no commment
18767.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_735,no commment
18767.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_736,no commment
18467.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_737,no commment
19067.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_738,no commment
19967.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_739,no commment
19667.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_740,no commment
19667.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_741,no commment
19967.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_742,no commment
19367.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_743,no commment
19367.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_744,no commment
19967.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_745,no commment
19667.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_746,no commment
19367.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_747,no commment
18767.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_748,no commment
18467.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_749,no commment
19067.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_750,no commment
18467.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_751,no commment
18467.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_752,no commment
18767.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_753,no commment
18767.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_754,no commment
19067.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_755,no commment
19067.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_756,no commment
19367.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_757,no commment
19667.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_758,no commment
19667.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_759,no commment
19367.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_760,no commment
19967.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_761,no commment
19967.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_762,no commment
21767.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_763,no commment
21167.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_764,no commment
21467.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_765,no commment
20267.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_766,no commment
20567.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_767,no commment
20867.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_768,no commment
20267.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_769,no commment
20867.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_770,no commment
20267.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_771,no commment
20867.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_772,no commment
20567.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_773,no commment
20567.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_774,no commment
21167.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_775,no commment
21167.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_776,no commment
21467.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_777,no commment
21467.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_778,no commment
21767.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_779,no commment
21767.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_780,no commment
18167.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_781,no commment
18167.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_782,no commment
17567.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_783,no commment
17867.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_784,no commment
17867.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_785,no commment
17567.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_786,no commment
17267.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_787,no commment
16667.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_788,no commment
16667.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_789,no commment
16967.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_790,no commment
16967.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_791,no commment
17267.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_792,no commment
16967.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_793,no commment
16967.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_794,no commment
16667.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_795,no commment
16667.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_796,no commment
17267.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_797,no commment
17267.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_798,no commment
18167.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_799,no commment
17867.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_800,no commment
17867.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_801,no commment
18167.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_802,no commment
17567.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_803,no commment
17567.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_804,no commment
15767.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_805,no commment
15767.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_806,no commment
16367.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_807,no commment
16067.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_808,no commment
16067.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_809,no commment
16367.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_810,no commment
15116.682,3955.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_811,no commment
